POCO,OPERADOR,ESTADO,BACIA,CAMPO,TERRA_MAR,CATEGORIA,SITUACAO,CONCLUSAO,TITULARIDADE
1-OB-1-BA,,BA,Recôncavo,,T,Pioneiro,ABANDONADO PERMANENTEMENTE,2/18/82 0:00,Público
1-ESS-12DA-ES,,ES,Espírito Santo,,M,Pioneiro,ABANDONADO PERMANENTEMENTE,6/20/73 0:00,Público
1-ESS-12D-ES,,ES,Espírito Santo,,M,Pioneiro,ABANDONADO PERMANENTEMENTE,5/19/73 0:00,Público
1-ESS-12-ES,,ES,Espírito Santo,,M,Pioneiro,ABANDONADO PERMANENTEMENTE,5/2/73 0:00,Público
3-BAS-55D-BA,,BA,Jequitinhonha,,M,Extensão,ABANDONADO PERMANENTEMENTE,1/2/80 0:00,Público
1-SC-1-RN,,RN,Potiguar,,T,Pioneiro,DEVOLVIDO,4/2/81 0:00,Público
1-ESS-2-ES,,ES,Espírito Santo,,M,Pioneiro,ABANDONADO PERMANENTEMENTE,2/7/70 0:00,Público
7-PIR-214D-AL,Petrobras,AL,Alagoas,PILAR,T,Desenvolvimento,PRODUZINDO,4/29/05 0:00,Público
7-PIR-209D-AL,Petrobras,AL,Alagoas,PILAR,T,Desenvolvimento,PRODUZINDO,5/29/05 0:00,Público
7-FU-77-AL,Petrobras,AL,Alagoas,FURADO,T,Desenvolvimento,PRODUZINDO,6/27/82 0:00,Público
7-PIR-206D-AL,Petrobras,AL,Alagoas,PILAR,T,Desenvolvimento,PRODUZINDO,10/10/05 0:00,Público
7-SMC-30D-AL,Petrobras,AL,Alagoas,SÃO MIGUEL DOS CAMPOS,T,Desenvolvimento,PRODUZINDO,7/24/82 0:00,Público
1-DJX-6-BA,Petrobras,BA,Recôncavo,DOM JOÃO MAR,M,Pioneiro,ABANDONADO PERMANENTEMENTE,10/7/65 0:00,Público
1-FA-2-BA,Petrobras,BA,Recôncavo,FAZENDA AZEVEDO,T,Pioneiro,DEVOLVIDO,8/22/63 0:00,Público
1-BRSA-72-BA,Petrobras,BA,Tucano Sul,,T,Pioneiro,DEVOLVIDO,8/2/01 0:00,Público
1-FIS-1-BA,Petrobras,BA,Recôncavo,GURIATÃ SUL,T,Pioneiro,DEVOLVIDO,10/26/66 0:00,Público
1-BRSA-442-BA,Petrobras,BA,Recôncavo,,T,Pioneiro,ARRASADO,10/18/06 0:00,Público
1-JAN-2-BA,Petrobras,BA,Recôncavo,JACUÍPE,T,Pioneiro,DEVOLVIDO,4/3/70 0:00,Público
1-NCO-1-BA,Petrobras,BA,Tucano Sul,,T,Pioneiro,DEVOLVIDO,5/5/00 0:00,Público
1-NI-5-BA,Petrobras,BA,Tucano Sul,IRAÍ ,T,Pioneiro,DEVOLVIDO,10/13/64 0:00,Público
1-RQN-1-BA,Petrobras,BA,Recôncavo,,T,Pioneiro,ARRASADO,12/31/99 0:00,Público
1-SG-2-BA,Petrobras,BA,Recôncavo,FAZENDA BOA ESPERANÇA,T,Pioneiro,DEVOLVIDO,2/19/68 0:00,Público
3-AR-3-BAS,Petrobras,BA,Cumuruxatiba,ARRAIA,M,Extensão,PRODUZINDO,10/15/77 0:00,Público
4-CP-363-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Pioneiro Adjacente,PRODUZINDO,6/12/78 0:00,Público
7-CP-711-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,PRODUZINDO,2/7/83 0:00,Público
7-IP-20D-SE,Petrobras,SE,Sergipe,ILHA PEQUENA,T,Desenvolvimento,PRODUZINDO,7/31/12 0:00,Público
7-MRL-222HP-RJS,Petrobras,RJ,Campos,MARLIM,M,Desenvolvimento,ABANDONADO PERMANENTEMENTE,1/13/14 0:00,Público
9-RO-140D-RJS,Petrobras,RJ,Campos,RONCADOR,M,Especial,ABANDONADO PERMANENTEMENTE,1/18/14 0:00,Público
7-PIR-208D-AL,Petrobras,AL,Alagoas,PILAR,T,Desenvolvimento,PRODUZINDO,6/27/05 0:00,Público
7-PIR-235D-AL,Petrobras,AL,Alagoas,PILAR,T,Desenvolvimento,PRODUZINDO,4/26/07 0:00,Público
7-PIR-264D-AL,Petrobras,AL,Alagoas,PILAR,T,Desenvolvimento,PRODUZINDO,5/6/12 0:00,Público
7-CM-28D-SES,Petrobras,SE,Sergipe,CAMORIM,M,Desenvolvimento,PRODUZINDO,1/20/79 0:00,Público
1-BRSA-1219D-BA,Petrobras,BA,Recôncavo,,T,Pioneiro,ABANDONADO PERMANENTEMENTE,2/25/14 0:00,Público
8-MJ-87-BA,Petrobras,BA,Recôncavo,MATA DE SÃO JOÃO,T,Injeção,ABANDONADO PERMANENTEMENTE,2/21/14 0:00,Público
4-BRSA-1220D-RJS,Petrobras,RJ,Campos,RONCADOR,M,Pioneiro Adjacente,ABANDONADO PERMANENTEMENTE,3/4/14 0:00,Público
3-BRSA-364D-ES,Petrobras,ES,Espírito Santo,,T,Extensão,DEVOLVIDO,9/23/05 0:00,Público
3-BRSA-1073-ES,Petrobras,ES,Espírito Santo,SÃO MATEUS,T,Extensão,DEVOLVIDO,5/13/12 0:00,Público
4-BRSA-934-ES,Petrobras,ES,Espírito Santo,,T,Pioneiro Adjacente,DEVOLVIDO,5/20/11 0:00,Público
6-BRSA-1051A-ES,Petrobras,ES,Espírito Santo,FAZENDA SÃO RAFAEL,T,Jazida Mais Profunda,DEVOLVIDO,5/16/12 0:00,Público
7-FSR-58-ES,Petrobras,ES,Espírito Santo,FAZENDA SÃO RAFAEL,T,Desenvolvimento,ABANDONADO PERMANENTEMENTE,3/29/14 0:00,Público
3-RJS-170-RJS,Trident Energy,RJ,Campos,PAMPO,M,Extensão,ABANDONADO PERMANENTEMENTE,5/24/81 0:00,Público
3-RJS-202D-RJ,Trident Energy,RJ,Campos,PIRAÚNA,M,Extensão,ABANDONADO PERMANENTEMENTE,2/20/82 0:00,Público
7-BI-20HP-RJS,Trident Energy,RJ,Campos,BICUDO,M,Desenvolvimento,ABANDONADO AGUARDANDO ABANDONO DEFINITIVO/ARRASAMENTO,9/23/03 0:00,Público
1-PE-2-AL,,AL,Alagoas,,T,Pioneiro,DEVOLVIDO,12/27/83 0:00,Público
1-CHP-1-AL,,AL,Alagoas,,T,Pioneiro,ARRASADO,9/22/84 0:00,Público
4-FU-98-AL,Petrobras,AL,Alagoas,FURADO,T,Pioneiro Adjacente,ARRASADO,10/2/84 0:00,Público
1-MD-5-AL,,AL,Alagoas,,T,Pioneiro,ARRASADO,11/6/84 0:00,Público
1-SJO-1-AL,,AL,Alagoas,,T,Pioneiro,DEVOLVIDO,10/22/84 0:00,Público
1-HZ-1-AL,,AL,Alagoas,,T,Pioneiro,DEVOLVIDO,11/28/84 0:00,Público
1-FP-1-AL,Petrobras,AL,Alagoas,PILAR,T,Pioneiro,DEVOLVIDO,11/18/84 0:00,Público
1-BOP-1-AL,,AL,Alagoas,,T,Pioneiro,DEVOLVIDO,1/27/85 0:00,Público
7-MD-6-AL,,AL,Alagoas,,T,Desenvolvimento,DEVOLVIDO,4/26/85 0:00,Público
7-LPC-3-AL,,AL,Alagoas,,T,Desenvolvimento,DEVOLVIDO,11/28/85 0:00,Público
1-UTN-1-AL,,AL,Alagoas,,T,Pioneiro,DEVOLVIDO,1/12/86 0:00,Público
1-LP-2-AL,,AL,Alagoas,,T,Pioneiro,DEVOLVIDO,2/4/86 0:00,Público
3-SCE-3-AL,,AL,Alagoas,,T,Extensão,DEVOLVIDO,11/23/86 0:00,Público
3-SCE-2-AL,,AL,Alagoas,,T,Extensão,DEVOLVIDO,11/25/86 0:00,Público
1-OGX-94D-RJS,Dommo Energia,RJ,Santos,,M,Pioneiro,ABANDONADO PERMANENTEMENTE,9/9/12 0:00,Público
9-FBMA-12-BA,Petrobras,BA,Recôncavo,FAZENDA BÁLSAMO,T,Especial,OPERANDO PARA CAPTAÇÃO DE ÁGUA,6/4/88 0:00,Público
9-FBMA-17-BA,Petrobras,BA,Recôncavo,FAZENDA BÁLSAMO,T,Especial,OPERANDO PARA CAPTAÇÃO DE ÁGUA,9/18/88 0:00,Público
7-SMC-41-AL,Petrobras,AL,Alagoas,SÃO MIGUEL DOS CAMPOS,T,Desenvolvimento,ARRASADO,1/7/86 0:00,Público
7-PIR-106-AL,Petrobras,AL,Alagoas,PILAR,T,Desenvolvimento,ARRASADO,1/21/86 0:00,Público
7-PIR-117-AL,Petrobras,AL,Alagoas,PILAR,T,Desenvolvimento,ARRASADO,6/12/86 0:00,Público
9-RUC-40-AM,Petrobras,AM,Solimões,RIO URUCU,T,Especial,ABANDONADO PERMANENTEMENTE,10/7/97 0:00,Público
9-RUC-41-AM,Petrobras,AM,Solimões,RIO URUCU,T,Especial,ABANDONADO PERMANENTEMENTE,12/14/97 0:00,Público
9-RUC-42-AM,Petrobras,AM,Solimões,RIO URUCU,T,Especial,ABANDONADO PERMANENTEMENTE,8/7/98 0:00,Público
9-RUC-43-AM,Petrobras,AM,Solimões,RIO URUCU,T,Especial,ABANDONADO PERMANENTEMENTE,8/10/98 0:00,Público
9-RUC-44-AM,Petrobras,AM,Solimões,RIO URUCU,T,Especial,ABANDONADO PERMANENTEMENTE,11/29/98 0:00,Público
9-RUC-53DP-AM,Petrobras,AM,Solimões,RIO URUCU,T,Especial,ABANDONADO PERMANENTEMENTE,11/2/08 0:00,Público
9-RUC-57D-AM,Petrobras,AM,Solimões,RIO URUCU,T,Especial,ABANDONADO PERMANENTEMENTE,5/30/09 0:00,Público
9-PEC-12-SE,Petrobras,SE,Sergipe,SIRIRIZINHO,T,Especial,ABANDONADO PERMANENTEMENTE,2/5/79 0:00,Público
9-PEC-13-SE,Petrobras,SE,Sergipe,CASTANHAL,T,Especial,ABANDONADO PERMANENTEMENTE,2/21/79 0:00,Público
9-PEC-14-SE,Petrobras,SE,Sergipe,CASTANHAL,T,Especial,ABANDONADO PERMANENTEMENTE,4/30/79 0:00,Público
9-PEC-15-SE,Petrobras,SE,Sergipe,CASTANHAL,T,Especial,ABANDONADO PERMANENTEMENTE,3/18/79 0:00,Público
9-PEC-16-SE,Petrobras,SE,Sergipe,CASTANHAL,T,Especial,ABANDONADO PERMANENTEMENTE,5/21/79 0:00,Público
9-PEC-17-SE,Petrobras,SE,Sergipe,CASTANHAL,T,Especial,ABANDONADO PERMANENTEMENTE,5/8/79 0:00,Público
9-PEC-19-SE,Petrobras,SE,Sergipe,CASTANHAL,T,Especial,ABANDONADO PERMANENTEMENTE,5/19/79 0:00,Público
9-PEC-2-SE,Petrobras,SE,Sergipe,CASTANHAL,T,Especial,ABANDONADO PERMANENTEMENTE,11/15/78 0:00,Público
9-PEC-22-SE,Petrobras,SE,Sergipe,CASTANHAL,T,Especial,ABANDONADO PERMANENTEMENTE,2/1/80 0:00,Público
9-PEC-24-SE,Petrobras,SE,Sergipe,CASTANHAL,T,Especial,ABANDONADO PERMANENTEMENTE,7/17/79 0:00,Público
9-PEC-26-SE,Petrobras,SE,Sergipe,CASTANHAL,T,Especial,ABANDONADO PERMANENTEMENTE,8/22/79 0:00,Público
7-CP-995-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,PRODUZINDO,12/1/85 0:00,Público
7-CP-1068-SE,Petrobras,SE,Sergipe,CARMÓPOLIS,T,Desenvolvimento,PRODUZINDO,12/23/86 0:00,Público
7-DO-19-SES,Petrobras,SE,Sergipe,DOURADO,M,Desenvolvimento,PRODUZINDO,9/2/92 0:00,Público
3-AR-4-BAS,Petrobras,BA,Cumuruxatiba,ARRAIA,M,Extensão,ABANDONADO PERMANENTEMENTE,6/18/80 0:00,Público
3-AR-5-BAS,Petrobras,BA,Cumuruxatiba,ARRAIA,M,Extensão,PRODUZINDO,7/30/80 0:00,Público
3-BRSA-146-BAS,Petrobras,BA,Cumuruxatiba,,M,Extensão,ARRASADO,6/5/02 0:00,Público
3-DJX-5-BA,Petrobras,BA,Recôncavo,DOM JOÃO MAR,M,Extensão,ABANDONADO PERMANENTEMENTE,5/14/61 0:00,Público
9-PEC-61-SE,Petrobras,SE,Sergipe,CASTANHAL,T,Especial,ABANDONADO PERMANENTEMENTE,5/16/80 0:00,Público
9-PEC-62-SE,Petrobras,SE,Sergipe,CASTANHAL,T,Especial,ABANDONADO PERMANENTEMENTE,5/30/80 0:00,Público
9-PEC-63-SE,Petrobras,SE,Sergipe,CASTANHAL,T,Especial,ABANDONADO PERMANENTEMENTE,5/31/80 0:00,Público
9-PEC-64-SE,Petrobras,SE,Sergipe,CASTANHAL,T,Especial,ABANDONADO PERMANENTEMENTE,5/28/80 0:00,Público
9-PEC-66-SE,Petrobras,SE,Sergipe,CASTANHAL,T,Especial,ABANDONADO PERMANENTEMENTE,6/18/80 0:00,Público
9-PEC-68-SE,Petrobras,SE,Sergipe,CASTANHAL,T,Especial,ABANDONADO PERMANENTEMENTE,6/16/80 0:00,Público
9-PEC-69-SE,Petrobras,SE,Sergipe,CASTANHAL,T,Especial,ABANDONADO PERMANENTEMENTE,7/1/80 0:00,Público
9-PEC-7-SE,Petrobras,SE,Sergipe,CASTANHAL,T,Especial,ABANDONADO PERMANENTEMENTE,12/22/78 0:00,Público
9-PEC-72-SE,Petrobras,SE,Sergipe,CASTANHAL,T,Especial,ABANDONADO PERMANENTEMENTE,8/6/80 0:00,Público
9-PEC-74-SE,Petrobras,SE,Sergipe,CASTANHAL,T,Especial,ABANDONADO PERMANENTEMENTE,8/14/80 0:00,Público
9-PEC-75-SE,Petrobras,SE,Sergipe,CASTANHAL,T,Especial,ABANDONADO PERMANENTEMENTE,8/18/80 0:00,Público
9-PEC-76-SE,Petrobras,SE,Sergipe,CASTANHAL,T,Especial,ABANDONADO PERMANENTEMENTE,8/27/80 0:00,Público
9-AB-67-RJS,Petrobras,RJ,Campos,ALBACORA,M,Especial,PRODUZINDO,6/5/02 0:00,Público
7-ET-38-RN,Petrobras,RN,Potiguar,ESTREITO,T,Desenvolvimento,PRODUZINDO,9/20/82 0:00,Público
3-REPF-17-RJS,Equinor Energy,RJ,Campos,,M,Extensão,ABANDONADO POR LOGÍSTICA EXPLORATÓRIA,4/4/16 0:00,Público
7-CA-3D-ESS,Petrobras,ES,Espírito Santo,CAÇÃO,M,Desenvolvimento,ABANDONADO AGUARDANDO ABANDONO DEFINITIVO/ARRASAMENTO,8/28/84 0:00,Público
7-CAM-815-RN,Petrobras,RN,Potiguar,CANTO DO AMARO,T,Desenvolvimento,EM INTERVENÇÃO,7/8/01 0:00,Público
7-FU-92-AL,Petrobras,AL,Alagoas,FURADO,T,Desenvolvimento,ARRASADO,11/3/83 0:00,Público
7-PIR-216D-AL,Petrobras,AL,Alagoas,PILAR,T,Desenvolvimento,PRODUZINDO,1/30/06 0:00,Público
4-RJS-448-RJ,Trident Energy,RJ,Campos,ENCHOVA,M,Pioneiro Adjacente,ABANDONADO PERMANENTEMENTE,6/29/91 0:00,Público
7-PIR-178D-AL,Petrobras,AL,Alagoas,PILAR,T,Desenvolvimento,PRODUZINDO,4/30/02 0:00,Público
7-PIR-199D-AL,Petrobras,AL,Alagoas,PILAR,T,Desenvolvimento,PRODUZINDO,9/6/04 0:00,Público
7-SZ-26-SE,Petrobras,SE,Sergipe,SIRIRIZINHO,T,Desenvolvimento,PRODUZINDO,10/28/68 0:00,Público
3-BRSA-1140-ES,Petrobras,ES,Espírito Santo,CANCÃ,T,Extensão,ABANDONADO PERMANENTEMENTE,4/8/13 0:00,Público
4-BRSA-1079-RN,Petrobras,RN,Potiguar,NOROESTE DO MORRO ROSADO,T,Pioneiro Adjacente,ARRASADO,6/25/12 0:00,Público
7-ET-597-RN,Petrobras,RN,Potiguar,ESTREITO,T,Desenvolvimento,INJETANDO,1/25/95 0:00,Público
7-ET-724-RN,Petrobras,RN,Potiguar,ESTREITO,T,Desenvolvimento,INJETANDO,11/24/95 0:00,Público
7-AG-270-BA,Petrobras,BA,Recôncavo,ÁGUA GRANDE,T,Desenvolvimento,ABANDONADO AGUARDANDO ABANDONO DEFINITIVO/ARRASAMENTO,6/30/76 0:00,Público
7-C-218-BA,Petrobras,BA,Recôncavo,CANDEIAS,T,Desenvolvimento,ABANDONADO AGUARDANDO ABANDONO DEFINITIVO/ARRASAMENTO,2/10/95 0:00,Público
7-FAV-64-BA,Petrobras,BA,Recôncavo,FAZENDA ALVORADA,T,Desenvolvimento,ABANDONADO AGUARDANDO ABANDONO DEFINITIVO/ARRASAMENTO,11/2/86 0:00,Público
7-PIR-122-AL,Petrobras,AL,Alagoas,PILAR,T,Desenvolvimento,ABANDONADO PERMANENTEMENTE,9/20/86 0:00,Público
7-PIR-124-AL,Petrobras,AL,Alagoas,PILAR,T,Desenvolvimento,ARRASADO,12/16/86 0:00,Público
7-PIR-130-AL,Petrobras,AL,Alagoas,PILAR,T,Desenvolvimento,DEVOLVIDO,7/13/87 0:00,Público
7-PIR-143-AL,Petrobras,AL,Alagoas,PILAR,T,Desenvolvimento,DEVOLVIDO,6/2/88 0:00,Público
9-PIR-139-AL,Petrobras,AL,Alagoas,PILAR,T,Especial,OPERANDO PARA CAPTAÇÃO DE ÁGUA,5/16/88 0:00,Público
9-PIR-142-AL,Petrobras,AL,Alagoas,PILAR,T,Especial,ARRASADO,5/24/88 0:00,Público
7-FU-128-AL,Petrobras,AL,Alagoas,FURADO,T,Desenvolvimento,DEVOLVIDO,4/29/90 0:00,Público
1-ALS-26-ALS,Petrobras,AL,Alagoas,PARU,M,Pioneiro,ARRASADO,6/15/83 0:00,Público
3-ALS-21-ALS,Petrobras,AL,Alagoas,PARU,M,Extensão,ARRASADO,3/10/86 0:00,Público
4-ALS-29-ALS,Petrobras,AL,Alagoas,PARU,M,Pioneiro Adjacente,ARRASADO,5/25/86 0:00,Público
3-ALS-22-ALS,Petrobras,AL,Alagoas,PARU,M,Extensão,ARRASADO,4/7/88 0:00,Público
1-FU-1-AL,Petrobras,AL,Alagoas,FURADO,T,Pioneiro,ABANDONADO AGUARDANDO ABANDONO DEFINITIVO/ARRASAMENTO,6/20/68 0:00,Público
3-CSMC-3-AL,Petrobras,AL,Alagoas,CIDADE DE SÃO MIGUEL DOS CAMPOS,T,Extensão,ABANDONADO AGUARDANDO ABANDONO DEFINITIVO/ARRASAMENTO,4/22/70 0:00,Público
3-FTD-2-AL,Petrobras,AL,Alagoas,FURADO,T,Extensão,PRODUZINDO,11/11/70 0:00,Público
3-FU-7-AL,Petrobras,AL,Alagoas,FURADO,T,Extensão,INJETANDO,11/18/71 0:00,Público
3-FTD-6-AL,Petrobras,AL,Alagoas,FURADO,T,Extensão,ABANDONADO AGUARDANDO ABANDONO DEFINITIVO/ARRASAMENTO,2/3/72 0:00,Público
1-RJS-26-RJ,,RJ,Campos,,M,Pioneiro,ABANDONADO PERMANENTEMENTE,4/27/76 0:00,Público
1-RJS-124A-RJ,,RJ,Campos,,M,Pioneiro,ABANDONADO POR LOGÍSTICA EXPLORATÓRIA,12/8/80 0:00,Público
1-RJS-192-RJ,,RJ,Campos,,M,Pioneiro,ABANDONADO PERMANENTEMENTE,12/8/81 0:00,Público
9-PEC-27-SE,Petrobras,SE,Sergipe,CASTANHAL,T,Especial,ABANDONADO PERMANENTEMENTE,2/22/80 0:00,Público
9-PEC-28-SE,Petrobras,SE,Sergipe,CASTANHAL,T,Especial,ABANDONADO PERMANENTEMENTE,8/21/80 0:00,Público
9-PEC-29-SE,Petrobras,SE,Sergipe,CASTANHAL,T,Especial,ABANDONADO PERMANENTEMENTE,9/18/79 0:00,Público
9-PEC-3-SE,Petrobras,SE,Sergipe,CASTANHAL,T,Especial,ABANDONADO PERMANENTEMENTE,9/24/78 0:00,Público
9-PEC-30-SE,Petrobras,SE,Sergipe,CASTANHAL,T,Especial,ABANDONADO PERMANENTEMENTE,12/5/79 0:00,Público
9-PEC-31-SE,Petrobras,SE,Sergipe,CASTANHAL,T,Especial,ABANDONADO PERMANENTEMENTE,9/19/79 0:00,Público
9-PEC-32-SE,Petrobras,SE,Sergipe,CASTANHAL,T,Especial,ABANDONADO PERMANENTEMENTE,9/19/79 0:00,Público
9-PEC-33-SE,Petrobras,SE,Sergipe,CASTANHAL,T,Especial,ABANDONADO PERMANENTEMENTE,9/14/79 0:00,Público
9-PEC-35-SE,Petrobras,SE,Sergipe,CASTANHAL,T,Especial,ABANDONADO PERMANENTEMENTE,10/12/79 0:00,Público
9-PEC-37-SE,Petrobras,SE,Sergipe,CASTANHAL,T,Especial,ABANDONADO PERMANENTEMENTE,10/5/79 0:00,Público
1-PDA-1-SE,,SE,Sergipe,,T,Pioneiro,ARRASADO,2/12/82 0:00,Público
4-NAB-5-SE,,SE,Sergipe,,T,Pioneiro Adjacente,DEVOLVIDO,10/12/82 0:00,Público
3-RO-307-SE,Petrobras,SE,Sergipe,RIACHUELO,T,Extensão,DEVOLVIDO,10/17/82 0:00,Público
1-OIT-1-SE,,SE,Sergipe,,T,Pioneiro,ABANDONADO PERMANENTEMENTE,11/23/82 0:00,Público
3-RO-310-SE,Aurizônia Petróleo,SE,Sergipe,,T,Extensão,DEVOLVIDO,11/10/82 0:00,Público
1-LC-1-SE,,SE,Sergipe,,T,Pioneiro,ARRASADO,12/21/82 0:00,Público
3-RO-316-SE,Petrobras,SE,Sergipe,RIACHUELO,T,Extensão,DEVOLVIDO,12/24/82 0:00,Público
1-NEJ-1-SE,,SE,Sergipe,,T,Pioneiro,DEVOLVIDO,1/10/83 0:00,Público
1-FCO-1-SE,,SE,Sergipe,,T,Pioneiro,DEVOLVIDO,3/1/83 0:00,Público
9-PEC-77-SE,Petrobras,SE,Sergipe,CASTANHAL,T,Especial,ABANDONADO PERMANENTEMENTE,8/16/80 0:00,Público
9-PEC-78-SE,Petrobras,SE,Sergipe,CASTANHAL,T,Especial,ABANDONADO PERMANENTEMENTE,9/8/80 0:00,Público
9-PEC-79-SE,Petrobras,SE,Sergipe,CASTANHAL,T,Especial,ABANDONADO PERMANENTEMENTE,9/8/80 0:00,Público
9-PEC-8-SE,Petrobras,SE,Sergipe,CASTANHAL,T,Especial,ABANDONADO PERMANENTEMENTE,12/20/78 0:00,Público
9-PEC-86A-SE,Petrobras,SE,Sergipe,CASTANHAL,T,Especial,ABANDONADO PERMANENTEMENTE,11/20/80 0:00,Público
9-PEC-86-SE,Petrobras,SE,Sergipe,CASTANHAL,T,Especial,ABANDONADO PERMANENTEMENTE,9/29/80 0:00,Público
9-PEC-87-SE,Petrobras,SE,Sergipe,CASTANHAL,T,Especial,ABANDONADO PERMANENTEMENTE,10/11/80 0:00,Público
9-PEC-88-SE,Petrobras,SE,Sergipe,CASTANHAL,T,Especial,ABANDONADO PERMANENTEMENTE,11/3/80 0:00,Público
9-PEC-9-SE,Petrobras,SE,Sergipe,CASTANHAL,T,Especial,ABANDONADO PERMANENTEMENTE,12/26/78 0:00,Público
1-RPA-1-SE,,SE,Sergipe,,T,Pioneiro,ARRASADO,6/8/90 0:00,Público
1-NAB-6-SE,,SE,Sergipe,,T,Pioneiro,DEVOLVIDO,9/6/90 0:00,Público
1-IMS-1-SE,,SE,Sergipe,,T,Pioneiro,DEVOLVIDO,10/13/90 0:00,Público
1-FB-1-SE,,SE,Sergipe,,T,Pioneiro,ARRASADO,11/6/90 0:00,Público
4-ATS-18-SE,Petrobras,SE,Sergipe,ATALAIA SUL,T,Pioneiro Adjacente,ARRASADO,12/4/90 0:00,Público
1-PO-2-SE,,SE,Sergipe,,T,Pioneiro,DEVOLVIDO,11/28/90 0:00,Público
1-FT-1-SE,,SE,Sergipe,,T,Pioneiro,ARRASADO,12/24/90 0:00,Público
1-FT-1A-SE,,SE,Sergipe,,T,Pioneiro,ARRASADO,1/26/91 0:00,Público
1-POR-1-SE,,SE,Sergipe,,T,Pioneiro,ARRASADO,4/30/91 0:00,Público
1-LCM-1-SE,,SE,Sergipe,,T,Pioneiro,DEVOLVIDO,6/6/92 0:00,Público
1-PRP-1-SE,,SE,Sergipe,,T,Pioneiro,ARRASADO,2/12/93 0:00,Público
7-MG-121-BA,Petrobras,BA,Recôncavo,MIRANGA,T,Desenvolvimento,ABANDONADO AGUARDANDO ABANDONO DEFINITIVO/ARRASAMENTO,3/18/68 0:00,Público
7-MG-209-BA,Petrobras,BA,Recôncavo,MIRANGA,T,Desenvolvimento,ABANDONADO AGUARDANDO ABANDONO DEFINITIVO/ARRASAMENTO,12/31/73 0:00,Público
7-MG-253-BA,Petrobras,BA,Recôncavo,MIRANGA,T,Desenvolvimento,ABANDONADO AGUARDANDO ABANDONO DEFINITIVO/ARRASAMENTO,4/23/79 0:00,Público
7-MG-284-BA,Petrobras,BA,Recôncavo,MIRANGA,T,Desenvolvimento,ABANDONADO AGUARDANDO ABANDONO DEFINITIVO/ARRASAMENTO,5/14/80 0:00,Público
7-MG-333-BA,Petrobras,BA,Recôncavo,MIRANGA,T,Desenvolvimento,ABANDONADO AGUARDANDO ABANDONO DEFINITIVO/ARRASAMENTO,5/1/83 0:00,Público
7-MG-505D-BA,Petrobras,BA,Recôncavo,MIRANGA,T,Desenvolvimento,ABANDONADO AGUARDANDO ABANDONO DEFINITIVO/ARRASAMENTO,7/31/11 0:00,Público
7-MGP-96D-BA,Petrobras,BA,Recôncavo,MIRANGA,T,Desenvolvimento,ABANDONADO AGUARDANDO ABANDONO DEFINITIVO/ARRASAMENTO,3/26/10 0:00,Público
7-RPJ-45D-BA,Petrobras,BA,Recôncavo,RIO POJUCA,T,Desenvolvimento,ABANDONADO AGUARDANDO ABANDONO DEFINITIVO/ARRASAMENTO,1/6/88 0:00,Público
8-MG-317-BA,Petrobras,BA,Recôncavo,MIRANGA,T,Injeção,ABANDONADO AGUARDANDO ABANDONO DEFINITIVO/ARRASAMENTO,4/15/82 0:00,Público
8-RPJ-53D-BA,Petrobras,BA,Recôncavo,RIO POJUCA,T,Injeção,ABANDONADO AGUARDANDO ABANDONO DEFINITIVO/ARRASAMENTO,2/23/89 0:00,Público
7-ARB-1D-RNS,Petrobras,RN,Potiguar,ARABAIANA,M,Desenvolvimento,PRODUZINDO,3/19/00 0:00,Público
7-ET-652-RN,Petrobras,RN,Potiguar,ESTREITO,T,Desenvolvimento,PRODUZINDO,4/30/95 0:00,Público
7-ET-656-RN,Petrobras,RN,Potiguar,ESTREITO,T,Desenvolvimento,PRODUZINDO,6/9/95 0:00,Público
7-ET-657-RN,Petrobras,RN,Potiguar,ESTREITO,T,Desenvolvimento,PRODUZINDO,6/11/95 0:00,Público
7-CS-6-BA,Petrobras,BA,Recôncavo,CASSARONGONGO,T,Desenvolvimento,ABANDONADO AGUARDANDO ABANDONO DEFINITIVO/ARRASAMENTO,8/21/60 0:00,Público
7-CS-22-BA,Petrobras,BA,Recôncavo,CASSARONGONGO,T,Desenvolvimento,ABANDONADO AGUARDANDO ABANDONO DEFINITIVO/ARRASAMENTO,10/10/61 0:00,Público
7-CS-73-BA,Petrobras,BA,Recôncavo,CASSARONGONGO,T,Desenvolvimento,ABANDONADO AGUARDANDO ABANDONO DEFINITIVO/ARRASAMENTO,2/8/87 0:00,Público
7-MG-131-BA,Petrobras,BA,Recôncavo,MIRANGA,T,Desenvolvimento,ABANDONADO AGUARDANDO ABANDONO DEFINITIVO/ARRASAMENTO,1/19/69 0:00,Público
1-RJS-225-RJ,,RJ,Campos,,M,Pioneiro,ABANDONADO PERMANENTEMENTE,1/4/83 0:00,Público
1-RJS-98-RJ,,RJ,Campos,,M,Pioneiro,ABANDONADO PERMANENTEMENTE,4/26/83 0:00,Público
1-RJS-267-RJS,,RJ,Campos,ÁREA DO RJS-150,M,Pioneiro,ABANDONADO POR LOGÍSTICA EXPLORATÓRIA,1/25/84 0:00,Público
1-RJS-126-RJ,,RJ,Campos,,M,Pioneiro,ABANDONADO PERMANENTEMENTE,7/2/84 0:00,Público
